Event,title,composer,code
933-Tenor/Bass Chorus,Steal Away ,Trad./Dennard,
935-Treble Chorus,Lascia Chi'o Pianga,Handel/Leck,
935-Treble Chorus,O Vos Omnes,Asola,
931-Mixed Chorus,Joshua's Battle,Trad./Gilpin  ,
931-Mixed Chorus,Awake The Harp (from The Creation),Haydn/Neuen  ,
931-Mixed Chorus,Ave Verum (Latin),Mozart/Collins  ,
931-Mixed Chorus,Gate Gate ,Tate,
931-Mixed Chorus,Christus Factus Est (Latin),Carissimi/Klammer  ,
931-Mixed Chorus,Fie!,Hiser,
931-Mixed Chorus,Hallelujah  Amen (from Judas Maccabaeus),Handel/Deis  ,
931-Mixed Chorus,Praise To The Lord  The Almighty,Distler ,
933-Tenor/Bass Chorus,Colorado Trail ,Trad./Moore,
933-Tenor/Bass Chorus,I'm Bound Away,Trad./Patterson,
933-Tenor/Bass Chorus,Old Man Noah,Trad./Bartholomew,
935-Treble Chorus,Pick a Bale of Cotton,Trad./Bertaux  ,
935-Treble Chorus,A Distant Shore ,Donnelly/Strid,
935-Treble Chorus,Charlotte-Town,Trad./Crocker  ,
935-Treble Chorus,Dona Nobis Pacem and Miserere Nobis (Miserere Nobis),Schram,
935-Treble Chorus,Non Nobis  Domine,Byrd/Bartle  ,
935-Treble Chorus,The Ghost Ship (from Reflections of a Lad at Sea),Trad./Besig  ,
935-Treble Chorus,The Cuckoo ,Trad./Appleby/Fowler,
935-Treble Chorus,My Heart is Full of Merriment and Joy,Trad./Harris  ,
935-Treble Chorus,Obwisana (Goin' to Ghana),Donnelly/Strid,
935-Treble Chorus,Sigh No More  Ladies (SSA) (opt a cappella),Spevacek,
935-Treble Chorus,Cantate Domino! Alleluia! (Latin) SSA,Miller,
935-Treble Chorus,Miserere Nobis (SA  opt divisi) (sing one),Schram,
931-Mixed Chorus,Hallelujah!,Rhonda Sandberg,
931-Mixed Chorus,Begin  My Soul (SAATB),Anon. or Trad./Shaw/Parker  ,
933-Tenor/Bass Chorus,Rise Up  O Men of God,Arr. Kenneth Jennings,
935-Treble Chorus,Now is the Month of Maying,Thomas Morley / Weseley Harris,
935-Treble Chorus,Deo Gracias from ,Benjamin Britten,
931-Mixed Chorus,Kyrie ,Porterfield,
935-Treble Chorus,Hear My Words,Stephen Paulus,
935-Treble Chorus,If I Could Be a Shepherd (unison/descant opt) (flute),Butler,
935-Treble Chorus,Promised Land,Sleeth,
935-Treble Chorus,Alleluia  Gloria In Excelsis Deo,Terre McPheeters,
933-Tenor/Bass Chorus,Shenandoah,American Folk Song/Earlene Rentz,
931-Mixed Chorus,Chi la Galirda,Donato/Klein,
933-Tenor/Bass Chorus,Fight the Good Fight with All Thy Might,John Gardner,
933-Tenor/Bass Chorus,Cause Us  O Lord (from Four Anthems for Young Choirs),Nelson,
933-Tenor/Bass Chorus,The Feast from Three Knight Songs,Thomas Juneau,
935-Treble Chorus,Give us Hope,Nunez,
931-Mixed Chorus,Ein Hennlein Weiss,Scandello/Greyson,
931-Mixed Chorus,Shall We Go Dance?,Stanford,
931-Mixed Chorus,Make a Joyful Noise Unto the Lord (SSATB) (keyboard),Mathias,
935-Treble Chorus,Sakura,DeCourmier,
935-Treble Chorus,Ah! Si mon moine voulait danser!,Patriquin,
935-Treble Chorus,Ecce Maria (Latin),Praetorius/Conlon  ,
935-Treble Chorus,Shout for Joy,Sean Pullen,
935-Treble Chorus,Gruss (Greeting)  (German) (SA),Mendelssohn/Carl,
935-Treble Chorus,Tristis est anima mea (Latin),Martini/Michaels,
935-Treble Chorus,The Pretty Vines and Roses (I bei ligustri e rose)  (Italian),Weelkes/Greyson  ,
935-Treble Chorus,A Good and Patient Shepherd (Surrexit Pastor Bonus)  (Latin) (SSAA w/ soli or small ensemble),Mendelssohn/Stone  ,
931-Mixed Chorus,Bel Festino,Banchieri/arr.Lierbergen,
931-Mixed Chorus,Gloria! ,Stephens,
933-Tenor/Bass Chorus,The Gospel Train,Berry,
935-Treble Chorus,My Lord  What a Morning,Arr. Schram,
935-Treble Chorus,My America,Samuel E. Smith,
935-Treble Chorus,I Never Saw a Moor (from Two Poems of Emily Dickinson),Anon. or Trad./Ginsberg,
935-Treble Chorus,The Water is Wide,Laura Farnell,
931-Mixed Chorus,At Night (German) ,Brahms,
931-Mixed Chorus,Regina Coeli (Latin) (keyboard or orchestra),Mozart,
931-Mixed Chorus,Follow Me Sweet Love (SAB) (no inst),East/Stoufer,
933-Tenor/Bass Chorus,The Stars are with the Voyager,E. Daley,
933-Tenor/Bass Chorus,Dans les chantiers,Anon. or Trad./Sirett ,
935-Treble Chorus,Out of the Morning,Daniel J. Hall,
935-Treble Chorus,Der Gang zum Liebchen,Brahms,
935-Treble Chorus,Leibe,Haydn,
935-Treble Chorus,I Know Where I'm Goin' ,Anon. or Trad./Wagner  ,
935-Treble Chorus,Sicut Rosa (from Two Motets) (SA) ,Lassus,
935-Treble Chorus,How Can I Keep From Singing (Unison  opt. Two-part),Quaker Song/Littleton,
935-Treble Chorus,At the River,Copland/White,
935-Treble Chorus,Einini,Cyndee Giebler,
935-Treble Chorus,Prettier Far than These (unison or 2-part),Beery,
935-Treble Chorus,Der Gang zum Liebchen (The Way to My Beloved)  (German or English) (unison) ,Brahms,
935-Treble Chorus,Alleluia,John Leavitt,
935-Treble Chorus,Three Renaissance Pieces for Treble Voices- Oh Follow  Follow On,Harris,
935-Treble Chorus,Annabel Lee,Lewis/Habash,
931-Mixed Chorus,As Torrents in Summer,Elgar,
931-Mixed Chorus,The Lord is My Light and My Salvation (tenor  baritone soli) (organ & clarinet),Rutter,
931-Mixed Chorus,All My Trials,Norman Luboff,
933-Tenor/Bass Chorus,jubilate deo,mozart,
933-Tenor/Bass Chorus,Dear Nightingale  Awake,Susan Kochanek,
933-Tenor/Bass Chorus,All That Hath Life and Breath  Praise Ye the Lord! ,Clausen/Scholz  ,
935-Treble Chorus,fire,goetze,
935-Treble Chorus,wintersong,snyder,
935-Treble Chorus,Now Sing We Joyfully Unto God,Young,
935-Treble Chorus,Exaltation,Scott,
935-Treble Chorus,Six Bells,Bell,
935-Treble Chorus,1.  Es tont ein voller Harfenklang;  2.  Lied von Shakespeare (from Vier Gesange Op. 17) (German) (SSA) (sing # 1 & 2) (horn & harp opt),Brahms,
935-Treble Chorus,Within Thy House Forever,Gawthrop,
935-Treble Chorus,Cantate Domino,Walth,
931-Mixed Chorus,A Glad Alleluia (Cantemos Alleluia) (Spanish) (SAB),Crocker,
933-Tenor/Bass Chorus,Leave Her Johnny,Arr. Crocker,
933-Tenor/Bass Chorus,Elijah Rock (2 part),Roger Emerson,
935-Treble Chorus,In Time Of Silver Rain (SSA) ,Snyder,
935-Treble Chorus,This Shall Be for Music,Stephenson/Patterson,
935-Treble Chorus,Haida,Anon. or Trad./McRae  ,
931-Mixed Chorus,A Glad Alleluia (Cantemos Alleluia)  (Spanish) (SAB),Crocker,
933-Tenor/Bass Chorus,DA Unten IM Tale,Brahms/Talley,
933-Tenor/Bass Chorus,Our School Band,Harris,
933-Tenor/Bass Chorus,Great Big House in New Orleans (Two Part American Songs-2) ,Williams,
935-Treble Chorus,Dark Brown is the River,snyder,
935-Treble Chorus,Gloria  Gloria  Hodie!,Wagner,
935-Treble Chorus,Sonntag (Sunday)  (German or English) (unison) ,Brahms,
935-Treble Chorus,Night Song (SA),Hester   ,
935-Treble Chorus,Ma Navu,Snyder,
931-Mixed Chorus,Os Justi meditabitur sapientiam (Latin) (SATB divisi),Bruckner,
931-Mixed Chorus,The Eyes of All Wait Upon Thee ,Berger,
931-Mixed Chorus,Rytmus (from Tri etudy) (SATB divisi),Hrusovsky,
931-Mixed Chorus,Cold Wind Blows On The Valley,Andrea Klouse,
931-Mixed Chorus,Surely the Presence of the Lord Is in This Place,Lanny Wolfe,
935-Treble Chorus,Taivas On Sininen (SSAA),Anon. or Trad./Collins  ,
935-Treble Chorus,The Star-Spangled Banner,Robinson,
935-Treble Chorus,The White Rose,Carey/O'Reilly,
935-Treble Chorus,Hodie,Leavitt,
931-Mixed Chorus,Exsultate Deo,Lightfoot,
931-Mixed Chorus,Come  Celebrate with Joyful Pleasure,Jacques Arcadelt / Patrick M. Liebergen,
931-Mixed Chorus,Over the Sea to Skye (2 part),Jothen,
931-Mixed Chorus,SOLI DEO GLORIA,PRAETORIUS/LIEBERGEN,
931-Mixed Chorus,To Make a Prairie ,Anon. or Trad./Crocker,
933-Tenor/Bass Chorus,Song from Twelfth Night ,Leininger,
933-Tenor/Bass Chorus,As The Holly Groweth Green ,Crocker/Leavitt,
935-Treble Chorus,Brinca La Tablita (from Three Dominican Folk Songs) (unison) (Spanish),Fransico Nunez,
935-Treble Chorus,Two Stevenson Settings 1. The Moon,Perry,
935-Treble Chorus,Regina Coeli,G. Aichinger,
931-Mixed Chorus,Then Will the Very Rocks Cry Out,Mark Hayes,
931-Mixed Chorus,Magdalena (German) ,Brahms,
931-Mixed Chorus,Something Told the Wild Geese,Porterfield,
933-Tenor/Bass Chorus,Festival Procession  (tambourine & drum),Anon. or Trad./Crocker,
933-Tenor/Bass Chorus,The Knight and the Dragon,Audrey Snyder,
935-Treble Chorus,Regina Coeli  Laetare,Courtaux,
935-Treble Chorus,Sound the Trumpet,Purcell/Herrmann/Erb,
935-Treble Chorus,Jesu  Joy Of Man's Desiring (opt flute),Bach/Liebergen  ,
931-Mixed Chorus,The Falcon (SAB), Badarak,
931-Mixed Chorus,Vere Languores (Latin),Victoria/Henson  ,
931-Mixed Chorus,Kaki Lambe,Arr. Brian Tate,
931-Mixed Chorus,In te Domine Speravi (SAB),Buxtehude,
931-Mixed Chorus,Miserere Nobis, Johnson ,
935-Treble Chorus,Chairs to Mend,Arr  William Hayes,
935-Treble Chorus,Song of the River,Anon. or Trad.,
935-Treble Chorus,A Child's Evening Prayer,Callaway,
935-Treble Chorus,The Birch Tree, ,
935-Treble Chorus,ForeverLift Your Voice,Mozart/Libergen,
935-Treble Chorus,Bashana Haba'ah,Hirsch/Manor,
935-Treble Chorus,Quodlibet - All Things Shall Perish/Coffee,Traditional/Hering,
935-Treble Chorus,Ave Maria 2,Parrotta,
935-Treble Chorus,Sing Hosanna (Essential Musicianship),Unknown,
935-Treble Chorus,Alleluia! Sing for Joy!,Jean Baptiste Lully/Patrick M. Liebergen,
931-Mixed Chorus,Psalm 43 (Richte mich  Gott)  (German) (SATB divisi),Mendelssohn/Fuller,
931-Mixed Chorus,Sing Me to Heaven,Gawthrop ,
931-Mixed Chorus,Sing Unto God,Fetler,
931-Mixed Chorus,Laudate Nomen Domini,Tye,
931-Mixed Chorus,With a Lily in Your Hand (SATB divisi),Whitacre,
931-Mixed Chorus,Candomble (Spanish) (SSATB) (hand rhythms opt),Escalada,
931-Mixed Chorus,Hark  I Hear the Harps Eternal,Anon. or Trad./Parker  ,
933-Tenor/Bass Chorus,Confirma hoc  Deus ,Handl/Rodde  ,
933-Tenor/Bass Chorus,Toccata of Praise ,Joseph Martin,
935-Treble Chorus,Pueri Hebraerum,Thompson,
935-Treble Chorus,O Come  O Come  Emmanuel ,Felciano,
935-Treble Chorus,Fire  Fire My Heart ,Morley/Greyson,
935-Treble Chorus,Chanson des Aiguilles (Song of the Seamstresses),Saint-Saens/Galvan  ,
931-Mixed Chorus,Canon of Praise,Hopson,
931-Mixed Chorus,O Vos Omnes (Ye Who Pass By)  (English or Latin),Croce/Kjelson,
933-Tenor/Bass Chorus,What Shall We Do With a Drunken Sailor,Anon. or Trad./Rentz,
933-Tenor/Bass Chorus,Dona Nobis Pacem (from Four Latin Songs) ,Juneau,
933-Tenor/Bass Chorus,The Little Book Spiritual,Anon. or Trad./Moore  ,
935-Treble Chorus,Liebst Du Um Schonheit,Clara Shumann,
935-Treble Chorus,Adoramus Te ,di Lasso/Avalos,
935-Treble Chorus,Plasir D'Amour,Martini/Strommen,
935-Treble Chorus,Pie Jesu,Leavitt,
935-Treble Chorus,En roulant Ma Boule,Miller,
935-Treble Chorus,Gloria in excelsis,Perti/Larson,
931-Mixed Chorus,Lebenslust,Schubert,
931-Mixed Chorus,Des Pas Dans L'Allee,Saints-Saens,
933-Tenor/Bass Chorus,Shout for Joy! (Psalm 98),Dan Davison,
933-Tenor/Bass Chorus,Quatres Petites Prieres de St. Francis (French) (sing all),Poulenc,
935-Treble Chorus,Ecce Maria,Praetorius,
935-Treble Chorus,Didn't My Lord Deliver Daniel,Ken Berg,
935-Treble Chorus,Song of Ruth,Childs,
935-Treble Chorus,I am not yours,David Childs,
931-Mixed Chorus,For The Beauty Of The Earth,John Rutter,
931-Mixed Chorus,O Sing Out Forever ,Purcell/Liebergen  ,
933-Tenor/Bass Chorus,New River Train ,Moore  ,
933-Tenor/Bass Chorus,Hand Me Down My Silver Trumpet ,Moses  ,
933-Tenor/Bass Chorus,Tollite Hostias ,Saint-Saens/Mulder  ,
933-Tenor/Bass Chorus,Cantate Hodie! (Sing Today!),Lightfoot,
933-Tenor/Bass Chorus,Sing for Joy,Handle/Spevacek,
933-Tenor/Bass Chorus,Charlottown ,Porterfield,
933-Tenor/Bass Chorus,Sons Of Art ,Crocker/Leavitt,
935-Treble Chorus,Adoramus Te  Christe,Stanislav Sebek,
935-Treble Chorus,Kikkehihi (German) ,Schein,
935-Treble Chorus,Prettier Far than These ,Beery,
935-Treble Chorus,Bel Piacere   ,Handel/Perry,
935-Treble Chorus,Jubilate! ,Curtright,
935-Treble Chorus,Sing a New Song ,Scott,
935-Treble Chorus,Come Jesus  Holy Son of God,Handel/Hopson,
935-Treble Chorus,Misty Morning,Nygard,
935-Treble Chorus,Dodi Li ( solo opt),Chen/Rao  ,
935-Treble Chorus,Poi ch'el mio foco e spento  ,Anon. or Trad./Gastoldi/Michaels,
935-Treble Chorus,Charlotte-Town (,Anon. or Trad./Crocker  ,
935-Treble Chorus,Bel Piacere (from Two Handel Classics)  ,Handel/Perry,
935-Treble Chorus,Das Blumchen Wunderhold (The Loveliest Flower),Beethoven,
935-Treble Chorus,The Shepherds Saw a Star (keyboard),Pasquet,
935-Treble Chorus,The Ghost Ship (from Reflections of a Lad at Sea)  ,Anon. or Trad./Besig  ,
935-Treble Chorus,Prettier Far than These  ,Beery,
935-Treble Chorus,Illumina oculos meos (Latin),Palestrina/Leavitt  ,
935-Treble Chorus,Prayer Of The Norwegian Child ( solo) (opt flute & bells),Artman,
935-Treble Chorus,Heart  We Will Forget Him! ,Farnell,
935-Treble Chorus,A Mozart Canon ,Anon. or Trad./Moore,
935-Treble Chorus,Sakura  Sakura (The Cherry Blossom Song) ,Anon. or Trad./Matthews,
935-Treble Chorus,The Cuckoo ( w/o accomp) ,Anon. or Trad./Appleby/Fowler,
935-Treble Chorus,Oh  Dear! What Can the Matter Be? ,Anon. or Trad./Mayo,
935-Treble Chorus,Johnny Has Gone For A Soldier ,Anon. or Trad./Eshelman  ,
931-Mixed Chorus,Confirma Hoc  Deus (Latin),Aichinger/Martens  ,
931-Mixed Chorus,Ehre sei dir  Christe (Christ  be Thine the Glory!) (German),Schutz/Shaw  ,
935-Treble Chorus,Arirang,Park,
931-Mixed Chorus,Gloria!,Vicki Baker/Bryce Gage,
931-Mixed Chorus,Movement #5  from Zigeunerlieder,Brahms,
931-Mixed Chorus,O vos omnes (SATB divisi),Casals,
931-Mixed Chorus,This Is the Day (Haec est dies)  (English or Latin) (double choir),Gallus/Thomas  ,
931-Mixed Chorus,Gloria,Hadyn,
933-Tenor/Bass Chorus,For The Fallen ,Sammes,
933-Tenor/Bass Chorus,Rise Up O Men of God  ,Jennings,
935-Treble Chorus,Song of the Prairie (opt soli),Bennett,
935-Treble Chorus,Musica Dei,Cristi Cary Miller,
931-Mixed Chorus,Rise Up This Day To Celebrate,Haydn/Liebergen  ,
933-Tenor/Bass Chorus,Gloria!,Smith,
933-Tenor/Bass Chorus,Battle Above the Clouds - Optional Violin,Courtney,
933-Tenor/Bass Chorus,Rise Up  Hear the Bells ,Siltman,
933-Tenor/Bass Chorus,O Magnum Mysterium,Evan Ramos,
935-Treble Chorus,A-Maying  A-Playing and Cherry Ripe from Elizabethan Songs,Chatman,
935-Treble Chorus,The Storm is Passing Over,Arr. Baker,
935-Treble Chorus,Pie Jesu (from Requiem) (Latin) (unison), Faure /Busch,
931-Mixed Chorus,Minoi Minoi,Marshall,
931-Mixed Chorus,Merrily We Live (SAB),Este/Razey  ,
931-Mixed Chorus,O Vos Omnes (Latin) (SSATB),Gawthrop,
931-Mixed Chorus,O Sing Joyfully (SATB),Batten,
933-Tenor/Bass Chorus,Si Iniquitates Observaveris (Latin) (TBB),Wesley,
935-Treble Chorus,II. Le chien perdu (from Petites voix) (French) (must also sing one additional selection from this collection) ,Poulenc,
935-Treble Chorus,I Go Before  My Charmer,Morley/Woodworth,
931-Mixed Chorus,El Grillo (Latin),Josquin,
931-Mixed Chorus,Winter ,Anon. or Trad./Crocker,
935-Treble Chorus,Ladybird ,Kodaly,
935-Treble Chorus,Arkansas Traveler,Patti DeWitt,
935-Treble Chorus,Red Dragonflies,Kosaku Yamada,
935-Treble Chorus,Prettier Far Than These,Rossetti/Berry,
935-Treble Chorus,O God of Love (SA) (flute or vln),Gluck/Grundahl  ,
931-Mixed Chorus,And He Shall Purify,Handel,
931-Mixed Chorus,Come  Lovely Spring (from The Seasons) ,Haydn/Shaw  ,
931-Mixed Chorus,Kyrie,Miller,
931-Mixed Chorus,Magnificat (Latin),Schubert/Walker  ,
933-Tenor/Bass Chorus,When I Was One-And Twenty,Franklin,
935-Treble Chorus,Jubilate!  Sing Out a New Song,Perry,
935-Treble Chorus,O Vos Omnes (Latin) (a cappella),Victoria/Sprague  ,
931-Mixed Chorus,Unlatch the Bolt that Locks the Door (Tritt auf den Riegel von der Tur) (SSATB) (German),di Lasso,
933-Tenor/Bass Chorus,Drinking Song (Back and Side Go Bare from In Windsor Forest) ,Vaughan Williams,
933-Tenor/Bass Chorus,Gloria (German),Schubert,
935-Treble Chorus,Sail Away with Me,Johnson,
931-Mixed Chorus,Little Lamb,arr. Neil Johnson,
933-Tenor/Bass Chorus,Jubilate Deo,Mozart/Spevecek,
935-Treble Chorus,Let Us Sing  Jubilate Deo! ,Greg Gilpin,
935-Treble Chorus,The Birch Tree,Bolkovac/Johnson,
933-Tenor/Bass Chorus,When I was One and Twenty ,Franklin ,
933-Tenor/Bass Chorus,Searching for a Hero,DeWitt,
935-Treble Chorus,Windy Nights,Patterson,
935-Treble Chorus,A La Puerta Del Cielo (from Gloria a Dios),Sanchez,
935-Treble Chorus,Guadeamus,Lightfoot,
933-Tenor/Bass Chorus,What Shall We Do With a Drunken Sailor,Anon. or Trad./Ponce,
933-Tenor/Bass Chorus,Schon Blumelein,Robert Schumann ,
933-Tenor/Bass Chorus,Anabel Lee,E. Lewis and J.M. Habash,
935-Treble Chorus,The Water is Wide,Luigi Zaninelli,
935-Treble Chorus,Alleluia!,Walter,
935-Treble Chorus,Hush My Babe,Koudelka,
935-Treble Chorus,All The Pretty Little Horses,   Artman ,
935-Treble Chorus,Fragments from the Mass (sing all),Diemer,
935-Treble Chorus,Benedictus,Saint-Saens,
935-Treble Chorus,Liebeszauber,Clara Schumann,
935-Treble Chorus,Rise Up in Festive Song (SSA) (opt hand drum & finger cymbals or triangle),Clereau,
931-Mixed Chorus,Yo Paso Las Noches (keyboard or guitar),Anon. or Trad./Noble  ,
931-Mixed Chorus,Sudden Light (SATB divisi),Young,
933-Tenor/Bass Chorus,Paddy Works On The Railroad ,Anon. or Trad./Singh,
933-Tenor/Bass Chorus,Praise to the Lord,Barry Talley,
935-Treble Chorus,Great Gettin' Up Mornin'! (opt solo),Anon. or Trad./Goetze  ,
931-Mixed Chorus,Festival Jubilate,Rentz,
931-Mixed Chorus,An Irish Blessing,Patti DeWitt,
933-Tenor/Bass Chorus,1. Red River Valley (from Remembering: Songs Of The American West) (TTB divisi),Anon. or Trad./Patterson  ,
935-Treble Chorus,Christus Natus Hodie (SA),Anon. or Trad./Crocker  ,
935-Treble Chorus,Autumn Song ,Butler,
935-Treble Chorus,Mary's Lullaby,Donnelly/Strid,
931-Mixed Chorus,Hark  The Vesper Hymn Is Stealing,Shearer,
935-Treble Chorus,I'll Give My Love an Apple (finger cymbals),Anon. or Trad./Bertaux  ,
935-Treble Chorus,Tis a Gift,Grundahl,
931-Mixed Chorus,Hark I Hear the Harp's Eternal,Parker,
931-Mixed Chorus,O Clap Your Hands,Woodward,
931-Mixed Chorus,Ave Maria (Latin) (w/ or w/o accomp),Busto ,
931-Mixed Chorus,Immortal Love  Forever Full ,Young,
933-Tenor/Bass Chorus,Ave Maria (Latin) (TTBB w/ tenor solo),Goemanne,
933-Tenor/Bass Chorus,Do You Fear The Wind?,Leland Sateren,
935-Treble Chorus,How Excellent Thy Name (keyboard),Hanson,
933-Tenor/Bass Chorus,There is a Lady Sweet and Kind,Patti Drennan,
933-Tenor/Bass Chorus,The Maiden in the Tower (Tenor/Bass),Juneau/Leonard,
933-Tenor/Bass Chorus,Fillimiooriay ,Beery,
935-Treble Chorus,Come and Celebrate,Darla Eshelman,
935-Treble Chorus,Gloria  Gloria (3 part),Haydn/Terri ,
935-Treble Chorus,My Heart Is Offered Still To You,DiLasso/Harris,
935-Treble Chorus,Jubilate Deo (Unison),Praetorius/Rao,
931-Mixed Chorus,Sanctus,Butler,
931-Mixed Chorus,Laudate,Knut Nystedt,
933-Tenor/Bass Chorus,Let All Men Sing (TTB),Christopher,
935-Treble Chorus,Beautiful Saviour,Knowles,
935-Treble Chorus,Ave Maria (SSAA),Daley,
935-Treble Chorus,Danny Boy (SSAA),Anon. or Trad./Duson  ,
935-Treble Chorus,Song of the River,Patteron,
935-Treble Chorus,Sleep  My Little One,Harrington/Glick,
931-Mixed Chorus,Make A Joyful Noise,Spevacek,
931-Mixed Chorus,Skye Boat Song,Anon. or Trad./Althouse  ,
931-Mixed Chorus,Hosanna in Excelsis,Brent Pierce,
933-Tenor/Bass Chorus,Fa una Canzona,Orazio Vecchi,
933-Tenor/Bass Chorus,Christ the Lord hath risen,Parker/SHaw,
935-Treble Chorus,Gloria and Alleluia,Schram,
935-Treble Chorus,How Can I Keep From Singing?,Schram,
935-Treble Chorus,Songs of a Starry Night,Texas Folk Songs  arr. by Crocker,
935-Treble Chorus,The Swallow (ss divisi),Anon. or Trad./Chilcott  ,
931-Mixed Chorus,Tutto lo di mi dici ,di Lasso/Klein,
931-Mixed Chorus,Through All Creation (SATB) (trumpet),Duson,
935-Treble Chorus,Sing a song of sixpence,Mendoza,
935-Treble Chorus,S'Vivon,Smith,
931-Mixed Chorus,Machet Die Tore Weit (SSATBB),Hammerschmidt/Leininger  ,
931-Mixed Chorus,Cantemus (SSATB),Bardos,
931-Mixed Chorus,Ihr Musici  Frisch auf! (SSATBB),Hassler/Michaels  ,
933-Tenor/Bass Chorus,Come to the Music (TTBB) (opt piccolo & percussion),Martin,
933-Tenor/Bass Chorus,O Mistress Mine (opt french horn),Washburn,
935-Treble Chorus,El Jarabe Tapatio,Noble,
935-Treble Chorus,Dixit,Haydn,
931-Mixed Chorus,Tha Bean Agam,Phillips,
931-Mixed Chorus,Jamais Je N'aimerai Grand Homme,Anon. or Trad./Anderson,
933-Tenor/Bass Chorus,Da Unten Ihm Tale,Johannes Brahms,
933-Tenor/Bass Chorus,Ride Up in the Chariot (opt inst),Anon. or Trad./Moore  ,
933-Tenor/Bass Chorus,The Colorado Trail,Anon. or Trad./Scoggin,
933-Tenor/Bass Chorus,Sons of Art ,Crocker/Leavitt,
935-Treble Chorus,Maying Song (The snow is gone),Schubert,
935-Treble Chorus,Sing with Pleasure,Handel,
935-Treble Chorus,Zum Gali Gali,Arr. Salli Terri,
931-Mixed Chorus,O Mistress Mine  Where are You Roaming?,Diemer,
931-Mixed Chorus,An Appalachian Lament,James McCray,
935-Treble Chorus,The Time of Singing,Snyder,
935-Treble Chorus,Sing a Jubilant Song,Dave and Jean Perry ,
931-Mixed Chorus,A House Stands 'Neath the Willow's Shade (German) ,Brahms,
931-Mixed Chorus,Kittery ,Billings,
931-Mixed Chorus,Beautiful Dreamer ,Foster/Larkin  ,
931-Mixed Chorus,Ave Maria,Biebl,
931-Mixed Chorus,All for Love (SATB divisi),Young,
935-Treble Chorus,This Little Babe,Britton,
933-Tenor/Bass Chorus,Round Her Neck She Wore a Yellow Ribbon ,Christopher  arr.,
933-Tenor/Bass Chorus,Joshua!,Donald Moore,
935-Treble Chorus,I Lift Up My Eyes To The Hills (organ or keyboard),Bouman,
933-Tenor/Bass Chorus,Children Go Where I Send Thee,Crocker,
933-Tenor/Bass Chorus,Now Let Me Fly,Spevacek,
933-Tenor/Bass Chorus,Will You Come to the Bower? (TBB),Shearer,
